System,TIC1,TIC2
T110A_D111A,1.965480,0.227570
T110A_D111A,1.803648,0.242530
T110A_D111A,1.802577,0.214038
T110A_D111A,1.849632,0.234156
T110A_D111A,1.955909,-0.154336
T110A_D111A,1.903854,0.061181
T110A_D111A,1.970220,0.067795
T110A_D111A,1.668187,-0.034165
T110A_D111A,1.885733,0.329227
T110A_D111A,1.800006,0.107894
T110A_D111A,1.592959,0.018603
T110A_D111A,1.635161,0.136451
T110A_D111A,1.625822,-0.097905
T110A_D111A,1.416428,-0.081423
T110A_D111A,1.837827,-0.162711
T110A_D111A,1.814868,0.028521
T110A_D111A,1.815516,-0.080873
T110A_D111A,1.728111,0.302351
T110A_D111A,1.819385,-0.101309
T110A_D111A,1.919026,-0.047543
T110A_D111A,2.079464,-0.128156
T110A_D111A,1.972581,0.067056
T110A_D111A,1.825909,-0.219719
T110A_D111A,1.808728,0.037038
T110A_D111A,1.800635,0.194177
T110A_D111A,1.766586,0.195889
T110A_D111A,1.650874,0.266729
T110A_D111A,1.615412,-0.005312
T110A_D111A,1.388108,-0.328847
T110A_D111A,1.594714,-0.125354
T110A_D111A,1.716262,-0.196685
T110A_D111A,1.911124,-0.042429
T110A_D111A,1.980201,-0.178646
T110A_D111A,1.976157,0.022821
T110A_D111A,1.766181,-0.025051
T110A_D111A,2.012471,0.284020
T110A_D111A,1.694826,0.193524
T110A_D111A,1.732289,0.040932
T110A_D111A,1.693188,0.142594
T110A_D111A,1.593791,0.196403
T110A_D111A,1.635312,0.276802
T110A_D111A,1.611099,-0.107683
T110A_D111A,1.483914,0.083681
T110A_D111A,1.691724,-0.000068
T110A_D111A,1.679992,0.376318
T110A_D111A,1.476205,-0.127029
T110A_D111A,1.539418,-0.115781
T110A_D111A,1.565400,0.022949
T110A_D111A,1.378579,-0.120987
T110A_D111A,1.419725,-0.151072
T110A_D111A,1.640304,0.186921
T110A_D111A,1.584875,-0.147948
T110A_D111A,1.525709,0.091373
T110A_D111A,1.548550,-0.021909
T110A_D111A,1.440387,0.101243
T110A_D111A,1.652239,-0.107471
T110A_D111A,1.459012,-0.162210
T110A_D111A,1.426836,-0.192762
T110A_D111A,1.592868,-0.278283
T110A_D111A,1.541559,-0.196556
T110A_D111A,1.746504,0.011818
T110A_D111A,1.356307,0.042223
T110A_D111A,1.536096,-0.080905
T110A_D111A,1.614936,0.151264
T110A_D111A,1.834382,0.065387
T110A_D111A,1.681446,-0.107340
T110A_D111A,1.585960,-0.231472
T110A_D111A,1.754555,0.129728
T110A_D111A,1.601736,-0.280982
T110A_D111A,1.670987,-0.342547
T110A_D111A,1.627372,0.130055
T110A_D111A,1.530183,-0.097808
T110A_D111A,1.449568,0.013032
T110A_D111A,1.604930,-0.151053
T110A_D111A,1.522739,-0.102920
T110A_D111A,1.699352,-0.086751
T110A_D111A,1.616875,-0.017390
T110A_D111A,1.688997,-0.246335
T110A_D111A,1.704642,-0.242810
T110A_D111A,1.682522,-0.045444
T110A_D111A,1.768781,0.269820
T110A_D111A,1.698433,-0.133632
T110A_D111A,1.706186,-0.054036
T110A_D111A,1.636326,-0.047337
T110A_D111A,1.568110,-0.057592
T110A_D111A,1.607842,-0.245935
T110A_D111A,1.715009,0.098570
T110A_D111A,1.449904,-0.104211
T110A_D111A,1.538790,-0.046766
T110A_D111A,1.373257,0.025513
T110A_D111A,1.434022,0.049783
T110A_D111A,1.634758,-0.129843
T110A_D111A,1.740578,0.130133
T110A_D111A,1.708136,0.270054
T110A_D111A,1.489444,0.026666
T110A_D111A,1.644633,0.564899
T110A_D111A,1.548443,0.579053
T110A_D111A,1.737256,0.149946
T110A_D111A,1.583206,-0.032695
T110A_D111A,1.823849,0.284540
T110A_D111A,1.699627,-0.125658
T110A_D111A,1.525934,0.092621
T110A_D111A,1.586191,-0.366433
T110A_D111A,1.578606,-0.156399
T110A_D111A,1.704272,-0.012441
T110A_D111A,1.400634,-0.314786
T110A_D111A,1.700655,-0.234508
T110A_D111A,1.501684,-0.092383
T110A_D111A,1.440614,-0.506017
T110A_D111A,1.636155,-0.205257
T110A_D111A,1.634907,-0.362115
T110A_D111A,1.615487,-0.170354
T110A_D111A,1.650401,-0.116693
T110A_D111A,1.543449,-0.306457
T110A_D111A,1.534042,-0.305173
T110A_D111A,1.596874,-0.258703
T110A_D111A,1.375849,-0.147254
T110A_D111A,1.627768,-0.203644
T110A_D111A,1.540011,-0.392340
T110A_D111A,1.567492,-0.238269
T110A_D111A,1.574144,-0.474460
T110A_D111A,1.783716,-0.306030
T110A_D111A,1.768839,-0.216739
T110A_D111A,1.523344,-0.064230
T110A_D111A,1.631270,-0.251488
T110A_D111A,1.602579,-0.236969
T110A_D111A,1.626882,-0.158505
T110A_D111A,1.498977,-0.223539
T110A_D111A,1.646470,-0.065063
T110A_D111A,1.627243,-0.307510
T110A_D111A,1.521112,-0.426900
T110A_D111A,1.606793,-0.620214
T110A_D111A,1.565357,-0.377513
T110A_D111A,1.566778,-0.049653
T110A_D111A,1.699209,-0.245806
T110A_D111A,1.600822,-0.151755
T110A_D111A,1.597864,-0.579810
T110A_D111A,1.487229,-0.505853
T110A_D111A,1.376054,-0.178728
T110A_D111A,1.487071,-0.204046
T110A_D111A,1.453538,-0.335095
T110A_D111A,1.353395,-0.263924
T110A_D111A,1.410614,-0.307624
T110A_D111A,1.518891,-0.395072
T110A_D111A,1.516733,-0.157167
T110A_D111A,1.400649,-0.264112
T110A_D111A,1.429563,-0.264629
T110A_D111A,1.593675,-0.547605
T110A_D111A,1.266378,0.093771
T110A_D111A,1.501377,-0.225972
T110A_D111A,1.509221,-0.054157
T110A_D111A,1.456562,-0.379494
T110A_D111A,1.504822,-0.492322
T110A_D111A,1.553049,-0.228079
T110A_D111A,1.508212,-0.587267
T110A_D111A,1.514434,-0.584814
T110A_D111A,1.443639,-0.308383
T110A_D111A,1.554013,-0.290168
T110A_D111A,1.358523,-0.519547
T110A_D111A,1.239341,-0.555089
T110A_D111A,1.313020,-0.337106
T110A_D111A,1.225263,-0.320666
T110A_D111A,1.378519,-0.316189
T110A_D111A,1.432109,-0.690032
T110A_D111A,1.594654,-0.187317
T110A_D111A,1.672812,-0.198357
T110A_D111A,1.616754,-0.480427
T110A_D111A,1.612106,-0.589077
T110A_D111A,1.435560,-0.395216
T110A_D111A,1.480653,-0.534585
T110A_D111A,1.391704,-0.481226
T110A_D111A,1.594834,-0.489005
T110A_D111A,1.492586,-0.380916
T110A_D111A,1.558215,-0.252113
T110A_D111A,1.588169,-0.262224
T110A_D111A,1.650548,-0.364415
T110A_D111A,1.614055,-0.719212
T110A_D111A,1.630942,-0.518627
T110A_D111A,1.686517,-0.143938
T110A_D111A,1.652728,-0.698801
T110A_D111A,1.467376,-0.493854
T110A_D111A,1.427584,-0.583477
T110A_D111A,1.374100,-0.568781
T110A_D111A,1.602498,-0.560296
T110A_D111A,1.729864,-0.354911
T110A_D111A,1.537978,-0.408783
T110A_D111A,1.484577,-0.094890
T110A_D111A,1.520872,-0.380228
T110A_D111A,1.647540,-0.477665
T110A_D111A,1.450384,-0.525205
T110A_D111A,1.551889,-0.497785
T110A_D111A,1.406013,-0.295985
T110A_D111A,1.492743,-0.121695
T110A_D111A,1.201103,-0.092757
T110A_D111A,1.151965,-0.053810
T110A_D111A,1.280512,-0.399660
T110A_D111A,1.409446,-0.240894
T110A_D111A,1.346354,-0.585592
T110A_D111A,1.374660,-0.593671
T110A_D111A,1.303411,-0.560227
T110A_D111A,1.361320,-0.413591
T110A_D111A,1.437206,-0.687692
T110A_D111A,1.422683,-0.346259
T110A_D111A,1.257256,-0.494111
T110A_D111A,1.244770,-0.512273
T110A_D111A,1.272169,-0.477592
T110A_D111A,1.196667,-0.418484
T110A_D111A,0.778672,-0.909278
T110A_D111A,1.055753,-1.200771
T110A_D111A,1.006371,-1.112834
T110A_D111A,0.765699,-0.953231
T110A_D111A,0.642929,-0.884738
T110A_D111A,0.968763,-0.950136
T110A_D111A,0.839082,-0.717144
T110A_D111A,0.586483,-1.003424
T110A_D111A,0.557277,-0.982870
T110A_D111A,0.533308,-0.822274
T110A_D111A,0.564622,-1.116474
T110A_D111A,0.595438,-1.252482
T110A_D111A,0.563465,-1.151663
T110A_D111A,0.595458,-1.030836
T110A_D111A,0.343196,-1.322733
T110A_D111A,0.503822,-1.063856
T110A_D111A,0.403631,-1.247034
T110A_D111A,0.498721,-1.170893
T110A_D111A,0.417533,-1.030956
T110A_D111A,0.331297,-1.358864
T110A_D111A,0.573106,-1.264045
T110A_D111A,0.378478,-1.554913
T110A_D111A,0.410636,-1.308011
T110A_D111A,0.307103,-1.101873
T110A_D111A,0.429055,-1.177797
T110A_D111A,0.249046,-1.332661
T110A_D111A,0.035426,-1.471181
T110A_D111A,0.296162,-1.176037
T110A_D111A,-0.143559,-1.113524
T110A_D111A,0.039185,-0.921758
T110A_D111A,0.163698,-1.072774
T110A_D111A,0.073248,-1.101693
T110A_D111A,0.129741,-0.934914
T110A_D111A,-0.262409,-1.084270
T110A_D111A,-0.148851,-1.006465
T110A_D111A,-0.055856,-1.148117
T110A_D111A,-0.296564,-1.249753
T110A_D111A,-0.308357,-1.105589
T110A_D111A,-0.342384,-1.260997
T110A_D111A,-0.378169,-1.175417
T110A_D111A,-0.363245,-1.361508
T110A_D111A,-0.462806,-1.254558
T110A_D111A,-0.464117,-1.329909
T110A_D111A,-0.308108,-1.223456
T110A_D111A,-0.316102,-1.421016
T110A_D111A,-0.503302,-1.273556
T110A_D111A,-0.245392,-0.966844
T110A_D111A,-0.402443,-1.376235
T110A_D111A,-0.520493,-1.371620
T110A_D111A,-0.517202,-0.944876
T110A_D111A,-0.438801,-1.091233
T110A_D111A,-0.513154,-0.841728
T110A_D111A,-0.373528,-0.978965
T110A_D111A,-0.502767,-1.024376
T110A_D111A,-0.587454,-0.588691
T110A_D111A,-0.414828,-1.081248
T110A_D111A,-0.536594,-1.387337
T110A_D111A,-0.587748,-1.004749
T110A_D111A,-0.382249,-1.353312
T110A_D111A,-0.382719,-1.039209
T110A_D111A,-0.350678,-0.891444
T110A_D111A,-0.374265,-1.157079
T110A_D111A,-0.476631,-0.813949
T110A_D111A,-0.562166,-0.605603
T110A_D111A,-0.425401,-1.100925
T110A_D111A,-0.428359,-1.140222
T110A_D111A,-0.439618,-0.987456
T110A_D111A,-0.358072,-1.023333
T110A_D111A,-0.367273,-1.189968
T110A_D111A,-0.314140,-1.172672
T110A_D111A,-0.467081,-0.869052
T110A_D111A,-0.227409,-1.029585
T110A_D111A,-0.349299,-0.704090
T110A_D111A,-0.336238,-1.060617
T110A_D111A,-0.341930,-1.258141
T110A_D111A,-0.273658,-1.363799
T110A_D111A,-0.360473,-1.301944
T110A_D111A,-0.472972,-0.949358
T110A_D111A,-0.359639,-0.836025
T110A_D111A,-0.371716,-1.114303
T110A_D111A,-0.508434,-1.045311
T110A_D111A,-0.346868,-1.066520
T110A_D111A,-0.323129,-1.220860
T110A_D111A,-0.278957,-1.384302
T110A_D111A,-0.343564,-1.031230
T110A_D111A,-0.345958,-1.018629
T110A_D111A,-0.323536,-0.966521
T110A_D111A,-0.460789,-1.046471
T110A_D111A,-0.392526,-1.351138
T110A_D111A,-0.350882,-1.144590
T110A_D111A,-0.283162,-1.193349
T110A_D111A,-0.312450,-1.214844
T110A_D111A,-0.326950,-1.483427
T110A_D111A,-0.403422,-1.234023
T110A_D111A,-0.313254,-1.326115
T110A_D111A,-0.197006,-0.990505
T110A_D111A,-0.346618,-0.735499
T110A_D111A,-0.165281,-0.831044
T110A_D111A,-0.184336,-0.854005
T110A_D111A,-0.262075,-1.071931
T110A_D111A,-0.334488,-1.019298
T110A_D111A,-0.213246,-1.275125
T110A_D111A,-0.318206,-1.391982
T110A_D111A,-0.331599,-1.128907
T110A_D111A,-0.224181,-1.301275
T110A_D111A,-0.243868,-1.047042
T110A_D111A,-0.287872,-0.999472
T110A_D111A,-0.269964,-1.181575
T110A_D111A,-0.442336,-1.207469
T110A_D111A,-0.325700,-0.950512
T110A_D111A,-0.139066,-1.337600
T110A_D111A,-0.264868,-1.092933
T110A_D111A,-0.308676,-1.050859
T110A_D111A,-0.388292,-1.291522
T110A_D111A,-0.286141,-1.266361
T110A_D111A,-0.309882,-1.174408
T110A_D111A,-0.264072,-1.229143
T110A_D111A,-0.294321,-1.270023
T110A_D111A,-0.315969,-0.913272
T110A_D111A,-0.350849,-1.066406
T110A_D111A,-0.229669,-1.399376
T110A_D111A,-0.354079,-1.280207
T110A_D111A,-0.322101,-1.186494
T110A_D111A,-0.409755,-1.022658
T110A_D111A,-0.463922,-1.049785
T110A_D111A,-0.309176,-1.193410
T110A_D111A,-0.314338,-1.228184
T110A_D111A,-0.404549,-1.183019
T110A_D111A,-0.449719,-1.178503
T110A_D111A,-0.350191,-0.977141
T110A_D111A,-0.534693,-0.652891
T110A_D111A,-0.431424,-0.917667
T110A_D111A,-0.305436,-1.135072
T110A_D111A,-0.363428,-0.805954
T110A_D111A,-0.455784,-0.738953
T110A_D111A,-0.423685,-0.805176
T110A_D111A,-0.386848,-0.874554
T110A_D111A,-0.426120,-0.851144
T110A_D111A,-0.399076,-0.751687
T110A_D111A,-0.397796,-0.809336
T110A_D111A,-0.361487,-0.970702
T110A_D111A,-0.438650,-0.914730
T110A_D111A,-0.482401,-0.800707
T110A_D111A,-0.335465,-0.749508
T110A_D111A,-0.403148,-1.041268
T110A_D111A,-0.464783,-0.776808
T110A_D111A,-0.395616,-0.984467
T110A_D111A,-0.423452,-0.834282
T110A_D111A,-0.437677,-0.753517
T110A_D111A,-0.380569,-0.596820
T110A_D111A,-0.294077,-0.717140
T110A_D111A,-0.351706,-0.864424
T110A_D111A,-0.279541,-0.685400
T110A_D111A,-0.327212,-0.813680
T110A_D111A,-0.414121,-0.662352
T110A_D111A,-0.511750,-0.631272
T110A_D111A,-0.457256,-0.598664
T110A_D111A,-0.362169,-0.915971
T110A_D111A,-0.394112,-0.690066
T110A_D111A,-0.517636,-0.572496
T110A_D111A,-0.476705,-0.719269
T110A_D111A,-0.502971,-0.793541
T110A_D111A,-0.441439,-0.573182
T110A_D111A,-0.495071,-0.072120
T110A_D111A,-0.367073,-0.415760
T110A_D111A,-0.447054,-0.369764
T110A_D111A,-0.345371,-0.378117
T110A_D111A,-0.263432,-0.320322
T110A_D111A,-0.398363,-0.276667
T110A_D111A,-0.299979,-0.628752
T110A_D111A,-0.332400,-0.571332
T110A_D111A,-0.488271,-0.670345
T110A_D111A,-0.408555,-0.598266
T110A_D111A,-0.415349,-0.428152
T110A_D111A,-0.383868,-0.649506
T110A_D111A,-0.431514,-0.471651
T110A_D111A,-0.410916,-0.429810
T110A_D111A,-0.446075,-0.517811
T110A_D111A,-0.395080,-0.627228
T110A_D111A,-0.448536,-0.422332
T110A_D111A,-0.409488,-0.917742
T110A_D111A,-0.463431,-0.903476
T110A_D111A,-0.403274,-0.687873
T110A_D111A,-0.332959,-0.768266
T110A_D111A,-0.449894,-0.740645
T110A_D111A,-0.421559,-0.785755
T110A_D111A,-0.385037,-0.833374
T110A_D111A,-0.365926,-0.717204
T110A_D111A,-0.311554,-0.450088
T110A_D111A,-0.299422,-0.528616
T110A_D111A,-0.214835,-0.590857
T110A_D111A,-0.316851,-0.735316
T110A_D111A,-0.244084,-0.789071
T110A_D111A,-0.336363,-0.688700
T110A_D111A,-0.242769,-0.484526
T110A_D111A,-0.381441,-0.584219
T110A_D111A,-0.381344,-0.398931
T110A_D111A,-0.514795,-0.477266
T110A_D111A,-0.383104,-0.856170
T110A_D111A,-0.426197,-0.616456
T110A_D111A,-0.467661,-0.432588
T110A_D111A,-0.335626,-0.615590
T110A_D111A,-0.316619,-0.508492
T110A_D111A,-0.353469,-0.776842
T110A_D111A,-0.341164,-0.842659
T110A_D111A,-0.300233,-0.218709
T110A_D111A,-0.325085,-0.432036
T110A_D111A,-0.458424,-0.695304
T110A_D111A,-0.426279,-0.787648
T110A_D111A,-0.297603,-0.989350
T110A_D111A,-0.252022,-0.914021
T110A_D111A,-0.387001,-0.822643
T110A_D111A,-0.486417,-0.821629
T110A_D111A,-0.407987,-0.990921
T110A_D111A,-0.413047,-0.349115
T110A_D111A,-0.454439,-0.384021
T110A_D111A,-0.376654,-0.601175
T110A_D111A,-0.348916,-0.913525
T110A_D111A,-0.353775,-0.685550
T110A_D111A,-0.436751,-0.959262
T110A_D111A,-0.421265,-1.001036
T110A_D111A,-0.398544,-1.039189
T110A_D111A,-0.418315,-0.957825
T110A_D111A,-0.527066,-0.618366
T110A_D111A,-0.369367,-1.022465
T110A_D111A,-0.484100,-0.928324
T110A_D111A,-0.436348,-0.783930
T110A_D111A,-0.458564,-0.958377
T110A_D111A,-0.483413,-0.869171
T110A_D111A,-0.497602,-0.723840
T110A_D111A,-0.459566,-0.760117
T110A_D111A,-0.418254,-0.973418
T110A_D111A,-0.443642,-1.329918
T110A_D111A,-0.451745,-1.044897
T110A_D111A,-0.351149,-0.923034
T110A_D111A,-0.222929,-0.722632
T110A_D111A,-0.342966,-0.944304
T110A_D111A,-0.351513,-0.895654
T110A_D111A,-0.329642,-0.917702
T110A_D111A,-0.377220,-0.829014
T110A_D111A,-0.403502,-1.025702
T110A_D111A,-0.423808,-1.078111
T110A_D111A,-0.414808,-1.101093
T110A_D111A,-0.312042,-1.166434
T110A_D111A,-0.441823,-1.075458
T110A_D111A,-0.446843,-1.049815
T110A_D111A,-0.454950,-1.018044
T110A_D111A,-0.342680,-0.784161
T110A_D111A,-0.453838,-0.700483
T110A_D111A,-0.485003,-1.329157
T110A_D111A,-0.372320,-1.307432
T110A_D111A,-0.405050,-0.961034
T110A_D111A,-0.382752,-1.051245
T110A_D111A,-0.390118,-1.019085
T110A_D111A,-0.381414,-0.542534
T110A_D111A,-0.402219,-0.972895
T110A_D111A,-0.358343,-0.992515
T110A_D111A,-0.414260,-0.799533
T110A_D111A,-0.386304,-0.941432
T110A_D111A,-0.392995,-1.077267
T110A_D111A,-0.369191,-0.918799
T110A_D111A,-0.337928,-0.691805
T110A_D111A,-0.354589,-0.892154
T110A_D111A,-0.335396,-0.974878
T110A_D111A,-0.464369,-0.747190
T110A_D111A,-0.476128,-0.831740
T110A_D111A,-0.353843,-0.675218
T110A_D111A,-0.484629,-0.811841
T110A_D111A,-0.353624,-0.657963
T110A_D111A,-0.409056,-0.822860
T110A_D111A,-0.422904,-0.920750
T110A_D111A,-0.400559,-0.907418
T110A_D111A,-0.357837,-0.840630
T110A_D111A,-0.382949,-1.050490
T110A_D111A,-0.469124,-1.017899
T110A_D111A,-0.402479,-1.178853
T110A_D111A,-0.462703,-1.042928
T110A_D111A,-0.407648,-0.980322
T110A_D111A,-0.376726,-1.033502
T110A_D111A,-0.423759,-0.970568
T110A_D111A,-0.553117,-1.074460
T110A_D111A,-0.364963,-1.060465
T110A_D111A,-0.464292,-1.034585
T110A_D111A,-0.431999,-0.372328
T110A_D111A,-0.502175,-0.672398
T110A_D111A,-0.506154,-0.904997
T110A_D111A,-0.502127,-0.726908
T110A_D111A,-0.408863,-0.944197
T110A_D111A,-0.536238,-0.706141
T110A_D111A,-0.540405,-0.745512
T110A_D111A,-0.447329,-0.809629
T110A_D111A,-0.504429,-0.857257
T110A_D111A,-0.289227,-1.106414
T110A_D111A,-0.405350,-0.833041
T110A_D111A,-0.495991,-0.829675
T110A_D111A,-0.445937,-0.943092
T110A_D111A,-0.398817,-1.024726
T110A_D111A,-0.517540,-0.914508
T110A_D111A,-0.328068,-0.817904
T110A_D111A,-0.424441,-0.850426
T110A_D111A,-0.463872,-0.871380
T110A_D111A,-0.395243,-0.929247
T110A_D111A,-0.427688,-0.941357
T110A_D111A,-0.486562,-0.938030
T110A_D111A,-0.379144,-1.152966
T110A_D111A,-0.464755,-0.997832
T110A_D111A,-0.424373,-0.801366
T110A_D111A,-0.387037,-0.809596
T110A_D111A,-0.378024,-1.172858
T110A_D111A,-0.358970,-1.159247
T110A_D111A,-0.446321,-0.835622
T110A_D111A,-0.365353,-1.030865
T110A_D111A,-0.299032,-0.655461
T110A_D111A,-0.386546,-1.029477
T110A_D111A,-0.423048,-0.963197
T110A_D111A,-0.407939,-0.791346
T110A_D111A,-0.426585,-0.851515
T110A_D111A,-0.377830,-0.944968
T110A_D111A,-0.453873,-0.812953
T110A_D111A,-0.351979,-1.026179
T110A_D111A,-0.360505,-1.021106
T110A_D111A,-0.459614,-1.006078
T110A_D111A,-0.450099,-0.765287
T110A_D111A,-0.339624,-1.027099
T110A_D111A,-0.347446,-1.054317
T110A_D111A,-0.505128,-0.658426
T110A_D111A,-0.426221,-0.806420
T110A_D111A,-0.351066,-0.805774
T110A_D111A,-0.433536,-0.639743
T110A_D111A,-0.452482,-0.740649
T110A_D111A,-0.468326,-0.929681
T110A_D111A,-0.411302,-0.998625
T110A_D111A,-0.403859,-0.936055
T110A_D111A,-0.393297,-0.953304
T110A_D111A,-0.321370,-0.911298
T110A_D111A,-0.431483,-0.863187
T110A_D111A,-0.417029,-0.950081
T110A_D111A,-0.470856,-0.843446
T110A_D111A,-0.436767,-0.848600
T110A_D111A,-0.536141,-0.891087
T110A_D111A,-0.469153,-0.815707
T110A_D111A,-0.444497,-0.555861
T110A_D111A,-0.395251,-0.866128
T110A_D111A,-0.502628,-0.670740
T110A_D111A,-0.444415,-0.515318
T110A_D111A,-0.484327,-0.853286
T110A_D111A,-0.407628,-0.720758
T110A_D111A,-0.474028,-0.885057
T110A_D111A,-0.476124,-1.108716
T110A_D111A,-0.536250,-1.084732
T110A_D111A,-0.412736,-1.315685
T110A_D111A,-0.414782,-1.262449
T110A_D111A,-0.306040,-1.101384
T110A_D111A,-0.434494,-1.018452
T110A_D111A,-0.445684,-1.144865
T110A_D111A,-0.424561,-0.736749
T110A_D111A,-0.374869,-1.050623
T110A_D111A,-0.483710,-0.597932
T110A_D111A,-0.508045,-1.188361
T110A_D111A,-0.473605,-0.989720
T110A_D111A,-0.389003,-1.163345
T110A_D111A,-0.487498,-1.135033
T110A_D111A,-0.410299,-1.314712
T110A_D111A,-0.448976,-1.436530
T110A_D111A,-0.416229,-1.286218
T110A_D111A,-0.496345,-1.261791
T110A_D111A,-0.493637,-1.249637
T110A_D111A,-0.470285,-1.191969
T110A_D111A,-0.382141,-1.386008
T110A_D111A,-0.431294,-1.112107
T110A_D111A,-0.484154,-1.393207
T110A_D111A,-0.514267,-1.362090
T110A_D111A,-0.496734,-1.330056
T110A_D111A,-0.420445,-0.937611
T110A_D111A,-0.500472,-0.947375
T110A_D111A,-0.546943,-0.729463
T110A_D111A,-0.494417,-1.157358
T110A_D111A,-0.379182,-1.052263
T110A_D111A,-0.537328,-1.064829
T110A_D111A,-0.466120,-1.483220
T110A_D111A,-0.476003,-1.271228
T110A_D111A,-0.544916,-1.218100
T110A_D111A,-0.444163,-1.211546
T110A_D111A,-0.492202,-0.620412
T110A_D111A,-0.471909,-0.838188
T110A_D111A,-0.491142,-0.894806
T110A_D111A,-0.475647,-1.131219
T110A_D111A,-0.543201,-0.861366
T110A_D111A,-0.384430,-0.870179
T110A_D111A,-0.502289,-1.091142
T110A_D111A,-0.411015,-0.908808
T110A_D111A,-0.488016,-0.830296
T110A_D111A,-0.462542,-1.009854
T110A_D111A,-0.535181,-0.963114
T110A_D111A,-0.528034,-1.100236
T110A_D111A,-0.583369,-0.852576
T110A_D111A,-0.636105,-0.954745
T110A_D111A,-0.384042,-1.009429
T110A_D111A,-0.503041,-0.901851
T110A_D111A,-0.533995,-0.700348
T110A_D111A,-0.596398,-0.584575
T110A_D111A,-0.566471,-0.548145
T110A_D111A,-0.573682,-0.843882
T110A_D111A,-0.706967,-0.613442
T110A_D111A,-0.557518,-0.369165
T110A_D111A,-0.575307,-0.802525
T110A_D111A,-0.618643,-0.804210
T110A_D111A,-0.600348,-0.518954
T110A_D111A,-0.609613,-0.506807
T110A_D111A,-0.492555,-0.663011
T110A_D111A,-0.509833,-0.557375
T110A_D111A,-0.540773,-0.708310
T110A_D111A,-0.579720,-0.689373
T110A_D111A,-0.647544,-0.373791
T110A_D111A,-0.651473,-0.756534
T110A_D111A,-0.524677,-0.514030
T110A_D111A,-0.612251,-0.339202
T110A_D111A,-0.612565,-0.474256
T110A_D111A,-0.547650,-0.461889
T110A_D111A,-0.584558,-0.681392
T110A_D111A,-0.577643,-0.378134
T110A_D111A,-0.495679,-0.497262
T110A_D111A,-0.618643,-0.451625
T110A_D111A,-0.671380,-0.337908
T110A_D111A,-0.572775,-0.442156
T110A_D111A,-0.575783,-0.578513
T110A_D111A,-0.538122,-0.502155
T110A_D111A,-0.576909,-0.538954
T110A_D111A,-0.381582,-0.798400
T110A_D111A,-0.402650,-0.833154
T110A_D111A,-0.458346,-0.900815
T110A_D111A,-0.512720,-0.333447
T110A_D111A,-0.479155,-0.610820
T110A_D111A,-0.528091,-0.506727
T110A_D111A,-0.679375,-0.253611
T110A_D111A,-0.573116,-0.687478
T110A_D111A,-0.468491,-0.835148
T110A_D111A,-0.549301,-0.699890
T110A_D111A,-0.543550,-0.547841
T110A_D111A,-0.573438,-0.440864
T110A_D111A,-0.417696,-0.574598
T110A_D111A,-0.548660,-0.596479
T110A_D111A,-0.452406,-0.631824
T110A_D111A,-0.450834,-0.700683
T110A_D111A,-0.533853,-0.045447
T110A_D111A,-0.520832,-0.147238
T110A_D111A,-0.463632,-0.380513
T110A_D111A,-0.562181,-0.125262
T110A_D111A,-0.527585,-0.431369
T110A_D111A,-0.616580,-0.278437
T110A_D111A,-0.455471,-0.642323
T110A_D111A,-0.458099,-0.482322
T110A_D111A,-0.564161,-0.513360
T110A_D111A,-0.580793,-0.635252
T110A_D111A,-0.520042,-0.710964
T110A_D111A,-0.559497,-0.352407
T110A_D111A,-0.478747,-0.834841
T110A_D111A,-0.573950,-0.752058
T110A_D111A,-0.594716,-0.538340
T110A_D111A,-0.531628,-0.627879
T110A_D111A,-0.623314,-0.555539
T110A_D111A,-0.704363,-0.682286
T110A_D111A,-0.626017,-0.556077
T110A_D111A,-0.578793,-0.531824
T110A_D111A,-0.636138,-0.298493
T110A_D111A,-0.557455,-0.601593
T110A_D111A,-0.555813,-0.501649
T110A_D111A,-0.537558,-0.504223
T110A_D111A,-0.446675,-0.415532
T110A_D111A,-0.678503,-0.504642
T110A_D111A,-0.543846,-0.422194
T110A_D111A,-0.536537,-0.567297
T110A_D111A,-0.484249,-0.527629
T110A_D111A,-0.593677,-0.699949
T110A_D111A,-0.543663,-0.374136
T110A_D111A,-0.565597,-0.677868
T110A_D111A,-0.587174,-0.030339
T110A_D111A,-0.619001,-0.277469
T110A_D111A,-0.562220,-0.446200
T110A_D111A,-0.526305,-0.340293
T110A_D111A,-0.582026,-0.499021
T110A_D111A,-0.623393,-0.613647
T110A_D111A,-0.585920,-0.481988
T110A_D111A,-0.536683,-0.720309
T110A_D111A,-0.421076,-0.517919
T110A_D111A,-0.558377,-0.600748
T110A_D111A,-0.402382,-0.895594
T110A_D111A,-0.416622,-0.893432
T110A_D111A,-0.613411,-0.433577
T110A_D111A,-0.624066,-0.971396
T110A_D111A,-0.586415,-0.406831
T110A_D111A,-0.556375,-0.520788
T110A_D111A,-0.638460,-0.295241
T110A_D111A,-0.545391,-0.310531
T110A_D111A,-0.553273,-0.667418
T110A_D111A,-0.624096,-0.641989
T110A_D111A,-0.534605,-0.365247
T110A_D111A,-0.515561,-0.533615
T110A_D111A,-0.609870,-0.501414
T110A_D111A,-0.595385,-0.203210
T110A_D111A,-0.593718,-0.864606
T110A_D111A,-0.651405,-0.456559
T110A_D111A,-0.551565,-0.498779
T110A_D111A,-0.575377,-0.329264
T110A_D111A,-0.477725,-0.876671
T110A_D111A,-0.559600,-0.790358
